Aisle ID,Product Description,Price,Net Weight,Other Info,Length (in),Width (in),Height (in),Weight,weight_unit,weight_in_pounds
12,"NUOVO PASTA Crab and Lobster Ravioli, 9 OZ",7.99,0.56 Pounds,"{'Product Dimensions': '6 x 8 x 5 inches8.96 Ounces', 'UPC': '008005959101', 'Manufacturer': 'NUOVO', 'ASIN': 'B07N3G1GNZ'}",6,8,5,8.96,Ounces,0.56
12,"365 By Whole Foods Market, Ravioli Cheese Three, 9 Ounce",5.99,Not Available,"{'Package Dimensions': '7.5 x 6.25 x 1.4 inches9 Ounces', 'Item model number': '0099482501235', 'UPC': '099482501235', 'Manufacturer': '365 by Whole Foods Market', 'ASIN': 'B085DM5L79'}",7.5,6.25,1.4,9,Ounces,0.5625
12,"Seggiano, Paccheri Organic Pasta, 13.2 oz",6.49,0.83 Pounds,"{'Product Dimensions': '2.5 x 4.5 x 11 inches13.28 Ounces', 'UPC': '812603020138', 'Manufacturer': 'Seggiano', 'ASIN': 'B074H76SHH'}",2.5,4.5,11,13.28,Ounces,0.83
12,"SEGGIANO Organic Linguine Pasta, 13.2 OZ",6.49,0.83 Pounds,"{'Product Dimensions': '15.6 x 10.1 x 7.2 inches13.28 Ounces', 'UPC': '812603020589', 'Manufacturer': 'Seggiano', 'ASIN': 'B074YBXJ69'}",15.6,10.1,7.2,13.28,Ounces,0.83
12,"Whole Foods Market, Organic Pasta, Papillon with Roots & Vegetables, 16 Ounce",4.99,1 Pounds,"{'Package Dimensions': '10.55 x 6.15 x 3.55 inches1 Pounds', 'Item model number': '0099482493349', 'UPC': '099482493349', 'Manufacturer': 'Whole Foods Market', 'ASIN': 'B081TRN2FD'}",10.55,6.15,3.55,1,Pounds,1
12,"365 by Whole Foods Market, Sauce Pasta Tomato Basil Organic, 25 Ounce",2.69,2.37 Pounds,"{'Product Dimensions': '3.3 x 3.4 x 6.15 inches2.37 Pounds', 'UPC': '099482455712', 'Manufacturer': '365 by Whole Foods Market', 'ASIN': 'B074H51QBY'}",3.3,3.4,6.15,2.37,Pounds,2.37
12,Cappello's Almond Flour Pasta Grain Free Spinach & Cheese Ravioli 9.9 oz,9.99,9.9 Ounces,"{'Package Dimensions': '7.45 x 6.18 x 2.13 inches9.9 Ounces', 'Item model number': '0859553004115', 'UPC': '859553004115', 'Manufacturer': 'CAPPELLOS', 'ASIN': 'B08SFDPX32'}",7.45,6.18,2.13,9.9,Ounces,0.61875
12,Sfogliniâ€”Organic Durum Semolina Trumpetsâ€”Made with Traditional Techniques & Wholesome Organic Grainâ€”Holds Tight to Sauceâ€”16 oz Boxes,11.75,1 Pounds,"{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '3 x 5 x 8 inches1 Pounds', 'UPC': '851980005024', 'Manufacturer': 'Good Noodles Inc', 'ASIN': 'B00MOW5GS8'}",3,5,8,1,Pounds,1
12,"Rao's Homemade Rao's Tomato Basil Sauce, 32 Fl Oz",9.99,2 Pounds,"{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '3.66 x 7.04 x 3.66 inches2 Pounds', 'UPC': '747479001151', 'Manufacturer': ""Sovo's Brands"", 'ASIN': 'B07FK5TBTV'}",3.66,7.04,3.66,2,Pounds,2
12,"Whole Foods Market Tomato & Mascarpone Pasta Sauce, 24.3 oz",5.99,1.52 Pounds,"{'Product Dimensions': '3.4 x 3.4 x 5.85 inches1.52 Pounds', 'UPC': '099482479428', 'Manufacturer': 'Whole Foods Market', 'ASIN': 'B07NRLL8RX'}",3.4,3.4,5.85,1.52,Pounds,1.52
12,"Rao's Made for Home Meat Lasagna, Frozen Meals, 9 oz, Premium Quality Italian Tomatoes, Pasta, and Fresh Ricotta Cheese",6.99,0.56 Pounds,"{'Package Dimensions': '7.1 x 5.2 x 2 inches8.96 Ounces', 'UPC': '747479300070', 'Manufacturer': 'Raoâ€™s Homemade', 'ASIN': 'B07R92H5GX'}",7.1,5.2,2,8.96,Ounces,0.56
12,"Artisola Organic Spinach and Cheese Tortellini, 8 OZ",8.49,0.5 Pounds,"{'Package Dimensions': '7.6 x 6 x 1.6 inches8 Ounces', 'UPC': '073872746109', 'Manufacturer': 'Artisola', 'ASIN': 'B07VST8Z3Z'}",7.6,6,1.6,8,Ounces,0.5
12,Bionaturae Egg Tagliatelle Durum Semolina Pasta | Durum Semolina Egg Tagliatelle | Kosher | USDA Certified Organic | Made In Italy | 8.8 oz,7.97,0.6 Pounds,"{'Product Dimensions': '10.4 x 6.2 x 2.2 inches9.6 Ounces', 'Item model number': '799210825014', 'UPC': '799210825014 799210825021', 'Manufacturer': 'Bionaturae', 'ASIN': 'B000WDP2B2'}",10.4,6.2,2.2,9.6,Ounces,0.6
12,"Whole Foods Market, Penne all'Arrabbiata, 16 oz, (Frozen)",3.99,1 Pounds,"{'Product Dimensions': '3 x 5.5 x 8 inches1 Pounds', 'UPC': '099482443146', 'Manufacturer': 'Whole Foods', 'ASIN': 'B074H6VQMS'}",3,5.5,8,1,Pounds,1
12,"365 by Whole Foods Market, Ravioli Mushroom Organic, 8 Ounce",4.69,0.53 Pounds,"{'Product Dimensions': '4.55 x 1.65 x 7.05 inches8.4 Ounces', 'UPC': '099482464219', 'Manufacturer': '365 by Whole Foods Market', 'ASIN': 'B074H7K3MS'}",4.55,1.65,7.05,8.4,Ounces,0.525
12,"Artisola Pasta, Organic Cheese Tortellini, 8 oz",8.49,0.5 Pounds,"{'Product Dimensions': '4 x 3 x 5.5 inches8 Ounces', 'UPC': '073872746024', 'Manufacturer': 'Artisola', 'ASIN': 'B078BXSLSF'}",4,3,5.5,8,Ounces,0.5
12,"Artisola Pasta, Organic Spinach & Cheese Ravioli, 8 oz",8.29,0.5 Pounds,"{'Product Dimensions': '9 x 6.5 x 5.5 inches8 Ounces', 'UPC': '073872746093', 'Manufacturer': 'Artisola', 'ASIN': 'B078G9BKHQ'}",9,6.5,5.5,8,Ounces,0.5
12,"Artisola Pasta, Organic Portobello Mushroom Ravioli, 8 oz",8.29,0.5 Pounds,"{'Product Dimensions': '9 x 6.5 x 5.5 inches8 Ounces', 'UPC': '073872746130', 'Manufacturer': 'Artisola', 'ASIN': 'B078B9JPN3'}",9,6.5,5.5,8,Ounces,0.5
12,"Barilla Spaghetti Rigati Pasta - Non-GMO Pasta Made with Durum Wheat Semolina - Italy's #1 Pasta Brand - Kosher Certified Pasta, 16 oz. Box (Pack of 20)","$37.81        
        ($0.12 /  Ounce)",0.01 Ounces,"{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '11.45 x 11.05 x 6.65 inches0.01 Ounces', 'Item model number': '338304', 'UPC': '076808280081 076808521801', 'Manufacturer': 'Barilla', 'ASIN': 'B00338JWVY', 'Country of Origin': 'USA', 'Domestic Shipping': 'Currentlyitem can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipmentsplease check with the manufacturer regarding warranty and support issues.', 'International Shipping': 'This item is not eligible for international shipping.  Learn More'}",11.45,11.05,6.65,0.01,Ounces,0.000625
12,"De Cecco Pasta, Potato Gnocchi, 1.09 Pound (Pack of 1)",7.99,17.5 Ounces,"{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '20 x 4 x 0.6 inches1.09 Pounds', 'UPC': '024094014019', 'Manufacturer': 'De Cecco', 'ASIN': 'B004ROH00S'}",20,4,0.6,1.09,Pounds,1.09
12,Jovial Grain-Free Cassava Spaghetti | Cassava Pasta | Paleo Pasta | Grain-Free | Certified Gluten-Free | 100% Organic Pasta | USDA Certified Organic | Non-GMO | High-Fiber | 8 oz (1 pack),8.45,0.5 Pounds,"{'Product Dimensions': '10.75 x 2.5 x 1 inches8 Ounces', 'Item model number': '0815421011906', 'UPC': '815421011906', 'Manufacturer': 'JOVIAL', 'ASIN': 'B088PMYW83'}",10.75,2.5,1,8,Ounces,0.5
12,"Jovial Organic Gluten Free Pasta, Capellini, 12 oz",9.99,2 Ounces,"{'Product Dimensions': '10.6 x 1.2 x 2.75 inches2 Ounces', 'UPC': '815421011210', 'Manufacturer': 'Jovial', 'ASIN': 'B071VCFS48'}",10.6,1.2,2.75,2,Ounces,0.125
12,"Jovial 100% Organic Gluten Free Brown Rice Pasta, Penne, 12 oz.",10,12 Ounces,"{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '5.15 x 2.25 x 6.7 inches12 Ounces', 'Item model number': '00065437', 'UPC': '815421011227', 'Manufacturer': 'Jovial', 'ASIN': 'B005K0K4H4'}",5.15,2.25,6.7,12,Ounces,0.75
12,"Tolerant Organic Green Lentil Rotini Pasta (8 oz) - Free from Allergens - Gluten Free, Vegan, Paleo, Plant Based Protein Pasta - Non GMO, Kosher - Made with 1 Single Ingredient",8.43,0.5 Pounds,"{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '7.28 x 3.74 x 2.24 inches8 Ounces', 'UPC': '837186006812', 'Manufacturer': 'Tolerant Foods', 'ASIN': 'B06XZGGLTM'}",7.28,3.74,2.24,8,Ounces,0.5
12,Bionaturae Egg Tagliatelle Durum Semolina Pasta | Durum Semolina Egg Tagliatelle | Kosher | USDA Certified Organic | Made In Italy | 8.8 oz,7.97,0.6 Pounds,"{'Product Dimensions': '10.4 x 6.2 x 2.2 inches9.6 Ounces', 'Item model number': '799210825014', 'UPC': '799210825014 799210825021', 'Manufacturer': 'Bionaturae', 'ASIN': 'B000WDP2B2'}",10.4,6.2,2.2,9.6,Ounces,0.6
12,"Compagnia Sanremo Pasta Italian Egg Tagliatelle Pasta - Non-Gmo, Free Range Egg Traditional Tagliatelle - 10 Oz (Pack Of 1) - Product Of Italy","$7.46        
        ($0.75 /  Ounce)",10 Ounces,"{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '12 x 10 x 8 inches10 Ounces', 'Item model number': '4817638277', 'UPC': '048176382773', 'Manufacturer': 'CAI', 'ASIN': 'B07888WRMC', 'Country of Origin': 'Italy', 'Domestic Shipping': 'Currentlyitem can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipmentsplease check with the manufacturer regarding warranty and support issues.', 'International Shipping': 'This item is not eligible for international shipping.  Learn More'}",12,10,8,10,Ounces,0.625
12,"Michaels of Brooklyn Pasta Sauce, Fresh Tomato & Basil, 32 oz",10.49,2 Pounds,"{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '4 x 4 x 7 inches2 Pounds', 'Item model number': '855019004019', 'UPC': '855019004019', 'Manufacturer': 'MICHAELS OF BROOKLYN', 'ASIN': 'B00FTAZCM2'}",4,4,7,2,Pounds,2
12,"DeLallo Traditional Italian Potato Gnocchi, 1lb",Page 1 of 1,Not Available,"{'Product Dimensions': '1.34 x 5.4 x 7.55 inches1.08 Pounds', 'Item model number': '0072368510972', 'UPC': '072368510972', 'Manufacturer': 'Delallo', 'ASIN': 'B004TSUXEM'}",1.34,5.4,7.55,1.08,Pounds,1.08
12,"De Cecco Pasta, Egg Pappardelle, 8.8 Ounce","$7.26        
        ($0.83 /  Ounce)",8.8 Ounces,"{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '2.08 x 11.28 x 7.3 inches8.8 Ounces', 'Item model number': 'VUN2101', 'UPC': '024094211012', 'Manufacturer': 'DEATHVOMIT RECORDS', 'ASIN': 'B0095F92HS', 'Country of Origin': 'Italy', 'Domestic Shipping': 'Currentlyitem can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipmentsplease check with the manufacturer regarding warranty and support issues.', 'International Shipping': 'This item is not eligible for international shipping.  Learn More'}",2.08,11.28,7.3,8.8,Ounces,0.55
12,"Seggiano, Tagliatelle Organic Pasta, 13.2 oz",6.49,0.98 Pounds,"{'Product Dimensions': '2.5 x 4.5 x 12 inches15.68 Ounces', 'UPC': '812603020145', 'Manufacturer': 'Seggiano', 'ASIN': 'B074H6S8XS'}",2.5,4.5,12,15.68,Ounces,0.98
12,"Barilla Spaghetti Pasta, 16 oz. Box (Pack of 8) - Non-GMO Pasta Made with Durum Wheat Semolina - Italy's #1 Pasta Brand - Kosher Certified Pasta","$15.12        
        ($0.12 /  Ounce)",128 Ounces,"{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '11.22 x 5.75 x 5.43 inches8 Pounds', 'Item model number': '1', 'UPC': '076808523034', 'Manufacturer': 'Barilla Pasta', 'ASIN': 'B00WBGKJPW', 'Country of Origin': 'USA', 'Domestic Shipping': 'Currentlyitem can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipmentsplease check with the manufacturer regarding warranty and support issues.', 'International Shipping': 'This item is not eligible for international shipping.  Learn More'}",11.22,5.75,5.43,8,Pounds,8
12,"Garofalo No.1-35 Pappardelle Semolina Pasta, 16 oz (Pack of 2)",14.89,2.4 Pounds,"{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '11.69 x 10.28 x 5.04 inches2.4 Pounds', 'UPC': '085164000165', 'ASIN': 'B00CIWTL44'}",11.69,10.28,5.04,2.4,Pounds,2.4
12,"365 By Whole Foods Market, Fettuccine Nest, 8 Ounce",4.99,8 Ounces,"{'Package Dimensions': '7.5 x 6.25 x 1.4 inches8 Ounces', 'Item model number': '0099482501204', 'UPC': '099482501204', 'Manufacturer': '365 by Whole Foods Market', 'ASIN': 'B085DLNFCX'}",7.5,6.25,1.4,8,Ounces,0.5
12,"365 By Whole Foods Market, Cheese Tortellini, 9 Ounce",5.99,Not Available,"{'Package Dimensions': '7.5 x 6.25 x 1.4 inches10.24 Ounces', 'Item model number': '0099482501181', 'UPC': '099482501181', 'Manufacturer': '365 by Whole Foods Market', 'ASIN': 'B085DFQFMG'}",7.5,6.25,1.4,10.24,Ounces,0.64
12,"365 by Whole Foods Market, Ravioli Spinach Ricotta Organic, 8 Ounce",4.69,0.5 Pounds,"{'Product Dimensions': '4.75 x 1.7 x 7.1 inches8 Ounces', 'UPC': '099482464202', 'Manufacturer': '365 by Whole Foods Market', 'ASIN': 'B074H6ZXH7'}",4.75,1.7,7.1,8,Ounces,0.5
12,"SEVERINO Gnocchi, 10 OZ",6.99,0.63 Pounds,"{'Package Dimensions': '7.35 x 5.65 x 1.85 inches10.08 Ounces', 'UPC': '029737210032', 'Manufacturer': 'Severino', 'ASIN': 'B07D7JNSLL'}",7.35,5.65,1.85,10.08,Ounces,0.63
12,"365 by Whole Foods Market, Tortellini Cheese Organic, 22 Ounce",6.49,Not Available,"{'Product Dimensions': '8.6 x 1.9 x 9.85 inches1.41 Pounds', 'UPC': '099482464165', 'Manufacturer': '365 by Whole Foods Market', 'ASIN': 'B074H737DQ'}",8.6,1.9,9.85,1.41,Pounds,1.41
12,"365 by Whole Foods Market, Ravioli Butternut Squash Organic, 8 Ounce",4.69,0.55 Pounds,"{'Product Dimensions': '4.6 x 1.55 x 7.2 inches8.72 Ounces', 'UPC': '099482464196', 'Manufacturer': '365 by Whole Foods Market', 'ASIN': 'B074H737JR'}",4.6,1.55,7.2,8.72,Ounces,0.545
12,"365 By Whole Foods Market, Nest Linguine, 8 Ounce",7.83,8 Ounces,"{'Package Dimensions': '7.5 x 6.25 x 1.4 inches8 Ounces', 'Item model number': '0099482501211', 'UPC': '099482501211', 'Manufacturer': '365 by Whole Foods Market', 'ASIN': 'B085DD65KH'}",7.5,6.25,1.4,8,Ounces,0.5
12,"Whole Foods Market, Gnocchi Quattro Formaggi, 16 oz, (Frozen)",3.99,1 Pounds,"{'Product Dimensions': '3 x 5.5 x 8 inches1 Pounds', 'UPC': '099482443153', 'Manufacturer': 'Whole Foods', 'ASIN': 'B074H5LTJ9'}",3,5.5,8,1,Pounds,1
12,"365 by Whole Foods Market, Ravioli Four Cheese Organic, 22 Ounce",7.29,1.4 Pounds,"{'Product Dimensions': '8.55 x 2 x 9.75 inches1.4 Pounds', 'UPC': '099482464172', 'Manufacturer': '365 by Whole Foods Market', 'ASIN': 'B074H6VQKY'}",8.55,2,9.75,1.4,Pounds,1.4
12,"365 by Whole Foods Market, Kale & Cheese Tortellini, 9 Ounce",5.99,Not Available,"{'Package Dimensions': '7.5 x 6.25 x 1.4 inches9 Ounces', 'Item model number': '0099482501198', 'UPC': '099482501198', 'Manufacturer': '365 by Whole Foods Market', 'ASIN': 'B085DBF5WR'}",7.5,6.25,1.4,9,Ounces,0.5625
12,"Whole Foods Market, Sauce Vodka, 10 Ounce",6.79,10 Ounces,"{'Package Dimensions': '4.5 x 4.5 x 2.1 inches10 Ounces', 'UPC': '099482501082', 'Manufacturer': 'Whole Foods Market', 'ASIN': 'B085DGRN8R'}",4.5,4.5,2.1,10,Ounces,0.625
12,"Artisola, Organic Cheese Ravioli, 8 oz",8.29,0.5 Pounds,"{'Package Dimensions': '7 x 5 x 1 inches8 Ounces', 'UPC': '073872746239', 'Manufacturer': 'Artisola', 'ASIN': 'B07RCMR86M'}",7,5,1,8,Ounces,0.5
12,"Whole Foods Market, Pasta, Gluten Free Cauliflower Gnocchi",5.69,1 Pounds,"{'Package Dimensions': '8.55 x 5.6 x 1.35 inches1 Pounds', 'UPC': '099482492311', 'Manufacturer': 'Whole Foods Market', 'ASIN': 'B081TRW12S'}",8.55,5.6,1.35,1,Pounds,1
12,"Manini's Gluten Free Spaghetti, 9 oz",8.99,0.56 Pounds,"{'Product Dimensions': '5.5 x 7.25 x 2.5 inches8.96 Ounces', 'UPC': '853254003408', 'Manufacturer': ""Manini's Gluten Free"", 'ASIN': 'B01D3LWW5I'}",5.5,7.25,2.5,8.96,Ounces,0.56
12,"Rao's Homemade Arrabbiata Sauce, 24 oz, Tomato Sauce, Spicy, All Purpose, Keto Friendly Pasta Sauce, Premium Quality Tomatoes from Italy and Crushed Red Pepper",6.47,24 Ounces,"{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '3.25 x 3.25 x 6 inches1.5 Pounds', 'Item model number': '0747479000048', 'UPC': '747479000048 786173932026', 'Manufacturer': 'Raoâ€™s Specialty Foods', 'ASIN': 'B00554SJRM'}",3.25,3.25,6,1.5,Pounds,1.5
12,"NUOVO PASTA Tri-Color Mozzarella & Herb Tortelloni, 18 OZ",9.99,Not Available,"{'Package Dimensions': '7.5 x 6.05 x 2.5 inches1.13 Pounds', 'UPC': '008004925015', 'Manufacturer': 'Nuovo Pasta', 'ASIN': 'B079NMSC7B'}",7.5,6.05,2.5,1.13,Pounds,1.13
12,"MANINIS GLUTEN FREE 4 Cheese Ravioli, 9.5 OZ",9.29,0.63 Pounds,"{'Package Dimensions': '7.3 x 5.6 x 2.5 inches10.08 Ounces', 'UPC': '853254003903', 'Manufacturer': 'MANINIS GLUTEN FREE', 'ASIN': 'B07814B5YZ'}",7.3,5.6,2.5,10.08,Ounces,0.63
12,"Nuovo RAVIOLI CLASSIC ITALIAN BEEF, 9 oz",6.99,0.56 Pounds,"{'Product Dimensions': '6 x 4 x 1.5 inches8.96 Ounces', 'Item model number': '595880', 'UPC': '008005958807', 'Manufacturer': 'Nuovo', 'ASIN': 'B079NQ75S8'}",6,4,1.5,8.96,Ounces,0.56
12,"Whole Foods Market, Organic Casarecce, 16 oz",2.69,Not Available,"{'Product Dimensions': '2.56 x 5.12 x 6.3 inches1 Pounds', 'UPC': '099482431150', 'Manufacturer': 'Whole Foods', 'ASIN': 'B074H64BHH'}",2.56,5.12,6.3,1,Pounds,1
12,"Cappello's, Fettucine",9.99,0.56 Pounds,"{'Product Dimensions': '4.9 x 2 x 7.4 inches8.96 Ounces', 'UPC': '859553004009', 'Manufacturer': 'Cappellos', 'ASIN': 'B014Q337RO'}",4.9,2,7.4,8.96,Ounces,0.56
12,"TRUFF Pasta Sauce, Black Truffle Arrabbiata | Tomato Sauce for Pasta, Pizza, and More | Non-GMO, Vegan, 17 oz",10.79,17 Ounces,"{'Package Dimensions': '6.42 x 2.8 x 2.64 inches1.06 Pounds', 'Item model number': '0850020861033', 'UPC': '850020861033', 'Manufacturer': 'TRUFF', 'ASIN': 'B08KR75RSL'}",6.42,2.8,2.64,1.06,Pounds,1.06
12,"Keto Tomato Basil Pasta Sauce by Yo Mama's Foods - Pack of (1) - No Sugar Added, Low Carb, Low Sodium, Vegan, Gluten Free, Paleo Friendly, and Made with Whole, Non-GMO Tomatoes",Page 1 of 1,1.56 Pounds,"{'Product Dimensions': '13.9 x 10.5 x 7.2 inches1.56 Pounds', 'UPC': '868391000357', 'Manufacturer': 'Yo Mamaâ€™s Foods', 'ASIN': 'B07CW4WYRR'}",13.9,10.5,7.2,1.56,Pounds,1.56
12,"NUOVO PASTA Crab and Lobster Ravioli, 9 OZ",7.99,0.56 Pounds,"{'Product Dimensions': '6 x 8 x 5 inches8.96 Ounces', 'UPC': '008005959101', 'Manufacturer': 'NUOVO', 'ASIN': 'B07N3G1GNZ'}",6,8,5,8.96,Ounces,0.56
12,"Seggiano, Paccheri Organic Pasta, 13.2 oz",6.49,0.83 Pounds,"{'Product Dimensions': '2.5 x 4.5 x 11 inches13.28 Ounces', 'UPC': '812603020138', 'Manufacturer': 'Seggiano', 'ASIN': 'B074H76SHH'}",2.5,4.5,11,13.28,Ounces,0.83
12,"SEGGIANO Organic Linguine Pasta, 13.2 OZ",6.49,0.83 Pounds,"{'Product Dimensions': '15.6 x 10.1 x 7.2 inches13.28 Ounces', 'UPC': '812603020589', 'Manufacturer': 'Seggiano', 'ASIN': 'B074YBXJ69'}",15.6,10.1,7.2,13.28,Ounces,0.83
12,"Whole Foods Market, Organic Pasta, Papillon with Roots & Vegetables, 16 Ounce",4.99,1 Pounds,"{'Package Dimensions': '10.55 x 6.15 x 3.55 inches1 Pounds', 'Item model number': '0099482493349', 'UPC': '099482493349', 'Manufacturer': 'Whole Foods Market', 'ASIN': 'B081TRN2FD'}",10.55,6.15,3.55,1,Pounds,1
12,"365 By Whole Foods Market, Ravioli Cheese Three, 9 Ounce",5.99,Not Available,"{'Package Dimensions': '7.5 x 6.25 x 1.4 inches9 Ounces', 'Item model number': '0099482501235', 'UPC': '099482501235', 'Manufacturer': '365 by Whole Foods Market', 'ASIN': 'B085DM5L79'}",7.5,6.25,1.4,9,Ounces,0.5625
12,"365 by Whole Foods Market, Sauce Pasta Tomato Basil Organic, 25 Ounce",2.69,2.37 Pounds,"{'Product Dimensions': '3.3 x 3.4 x 6.15 inches2.37 Pounds', 'UPC': '099482455712', 'Manufacturer': '365 by Whole Foods Market', 'ASIN': 'B074H51QBY'}",3.3,3.4,6.15,2.37,Pounds,2.37
12,Cappello's Almond Flour Pasta Grain Free Spinach & Cheese Ravioli 9.9 oz,9.99,9.9 Ounces,"{'Package Dimensions': '7.45 x 6.18 x 2.13 inches9.9 Ounces', 'Item model number': '0859553004115', 'UPC': '859553004115', 'Manufacturer': 'CAPPELLOS', 'ASIN': 'B08SFDPX32'}",7.45,6.18,2.13,9.9,Ounces,0.61875
12,Sfogliniâ€”Organic Durum Semolina Trumpetsâ€”Made with Traditional Techniques & Wholesome Organic Grainâ€”Holds Tight to Sauceâ€”16 oz Boxes,11.75,1 Pounds,"{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '3 x 5 x 8 inches1 Pounds', 'UPC': '851980005024', 'Manufacturer': 'Good Noodles Inc', 'ASIN': 'B00MOW5GS8'}",3,5,8,1,Pounds,1
12,"Rao's Homemade Rao's Tomato Basil Sauce, 32 Fl Oz",9.99,2 Pounds,"{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '3.66 x 7.04 x 3.66 inches2 Pounds', 'UPC': '747479001151', 'Manufacturer': ""Sovo's Brands"", 'ASIN': 'B07FK5TBTV'}",3.66,7.04,3.66,2,Pounds,2
12,"Whole Foods Market Tomato & Mascarpone Pasta Sauce, 24.3 oz",5.99,1.52 Pounds,"{'Product Dimensions': '3.4 x 3.4 x 5.85 inches1.52 Pounds', 'UPC': '099482479428', 'Manufacturer': 'Whole Foods Market', 'ASIN': 'B07NRLL8RX'}",3.4,3.4,5.85,1.52,Pounds,1.52
12,"Rao's Made for Home Meat Lasagna, Frozen Meals, 9 oz, Premium Quality Italian Tomatoes, Pasta, and Fresh Ricotta Cheese",6.99,0.56 Pounds,"{'Package Dimensions': '7.1 x 5.2 x 2 inches8.96 Ounces', 'UPC': '747479300070', 'Manufacturer': 'Raoâ€™s Homemade', 'ASIN': 'B07R92H5GX'}",7.1,5.2,2,8.96,Ounces,0.56
12,"Artisola Organic Spinach and Cheese Tortellini, 8 OZ",8.49,0.5 Pounds,"{'Package Dimensions': '7.6 x 6 x 1.6 inches8 Ounces', 'UPC': '073872746109', 'Manufacturer': 'Artisola', 'ASIN': 'B07VST8Z3Z'}",7.6,6,1.6,8,Ounces,0.5
12,Bionaturae Egg Tagliatelle Durum Semolina Pasta | Durum Semolina Egg Tagliatelle | Kosher | USDA Certified Organic | Made In Italy | 8.8 oz,7.97,0.6 Pounds,"{'Product Dimensions': '10.4 x 6.2 x 2.2 inches9.6 Ounces', 'Item model number': '799210825014', 'UPC': '799210825014 799210825021', 'Manufacturer': 'Bionaturae', 'ASIN': 'B000WDP2B2'}",10.4,6.2,2.2,9.6,Ounces,0.6
12,"Whole Foods Market, Penne all'Arrabbiata, 16 oz, (Frozen)",3.99,1 Pounds,"{'Product Dimensions': '3 x 5.5 x 8 inches1 Pounds', 'UPC': '099482443146', 'Manufacturer': 'Whole Foods', 'ASIN': 'B074H6VQMS'}",3,5.5,8,1,Pounds,1
12,"365 by Whole Foods Market, Ravioli Mushroom Organic, 8 Ounce",4.69,0.53 Pounds,"{'Product Dimensions': '4.55 x 1.65 x 7.05 inches8.4 Ounces', 'UPC': '099482464219', 'Manufacturer': '365 by Whole Foods Market', 'ASIN': 'B074H7K3MS'}",4.55,1.65,7.05,8.4,Ounces,0.525
12,"Fresh & Wild | Dried Porcini Powder | All Natural, Vegan, Gluten-Free | For Cooking in Pasta, Risotto, Soup, Casseroles and More| 4 oz | Gourmet, Chef-Inspired Ingredients","$14.95        
        ($3.74 /  Ounce)",Not Available,"{'Package Dimensions': '8.66 x 4.88 x 0.67 inches4 Ounces', 'UPC': '850012107231', 'Manufacturer': 'Fresh & Wild', 'ASIN': 'B08FVQ9QNC'}",8.66,4.88,0.67,4,Ounces,0.25
12,"Cipriani Food Pappardelle Egg Pasta Noodles - USDA Organic Italian Pasta, Extra Thin Flat Egg Noodle Pasta from Italy, Non-GMO & Kosher - 250 Gram (Pack of 2)",Page 1 of 1,0.25 Kilograms,"{'Product Dimensions': '12.25 x 4.25 x 2.25 inches8.82 Ounces', 'Item model number': '3314', 'Manufacturer': 'Cipriani Food', 'ASIN': 'B017ZB86RA', 'Country of Origin': 'Italy'}",12.25,4.25,2.25,8.82,Ounces,0.55125
12,"Compagnia Sanremo Pasta Italian Egg Tagliatelle Pasta - Non-Gmo, Free Range Egg Traditional Tagliatelle - 10 Oz (Pack Of 1) - Product Of Italy","$7.49        
        ($0.75 /  Ounce)",10 Ounces,"{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '12 x 10 x 8 inches10 Ounces', 'Item model number': '4817638277', 'UPC': '048176382773', 'Manufacturer': 'CAI', 'ASIN': 'B07888WRMC', 'Country of Origin': 'Italy', 'Domestic Shipping': 'Currentlyitem can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipmentsplease check with the manufacturer regarding warranty and support issues.', 'International Shipping': 'This item is not eligible for international shipping.  Learn More'}",12,10,8,10,Ounces,0.625
